community,sv,count,fract
wgs__ERR2235220,sv-10252:wgs__ERR2235220,717,0.011061912769798047
wgs__ERR2235220,sv-10266:wgs__ERR2235220,716,0.011046484718515204
wgs__ERR2235220,sv-10494:wgs__ERR2213733,349,0.00538438989771202
wgs__ERR2235220,sv-10748:wgs__ERR2235220,669,0.010321366308221608
wgs__ERR2235220,sv-11576:wgs__ERR2235220,592,0.00913340635944274
wgs__ERR2235220,sv-11620:wgs__ERR2235220,587,0.009056266103028527
wgs__ERR2235220,sv-11993:wgs__ERR2235220,554,0.008547140410694725
wgs__ERR2235220,sv-12144:wgs__ERR2235220,540,0.00833114769273493
wgs__ERR2235220,sv-12479:wgs__ERR2235220,509,0.007852878102966815
wgs__ERR2235220,sv-13098:wgs__ERR2235220,449,0.0069271950259962665
wgs__ERR2235220,sv-13325:wgs__ERR2235220,426,0.0065723498464908894
wgs__ERR2235220,sv-13673:wgs__ERR2235220,391,0.006032368051591404
wgs__ERR2235220,sv-13981:wgs__ERR2235220,360,0.0055540984618232874
wgs__ERR2235220,sv-13999:wgs__ERR2235220,358,0.005523242359257602
wgs__ERR2235220,sv-14734:wgs__ERR2235220,286,0.0044124226668929446
wgs__ERR2235221,sv-3112:wgs__ERR2235221,2941,0.029870301343706517
wgs__ERR2235221,sv-3298:wgs__ERR2235221,1778,0.01805827806498136
wgs__ERR2235221,sv-3770:wgs__ERR2235221,2523,0.02562487939142181
wgs__ERR2235221,sv-3796:wgs__ERR2235221,2508,0.025472531713708245
wgs__ERR2235221,sv-4004:wgs__ERR2235221,2416,0.024538132623731706
wgs__ERR2235221,sv-4187:wgs__ERR2235221,2348,0.023847489818096874
wgs__ERR2235221,sv-4331:wgs__ERR2235221,2295,0.023309194690175606
wgs__ERR2235221,sv-4400:wgs__ERR2235221,2271,0.023065438405833902
wgs__ERR2235221,sv-4968:wgs__ERR2235221,2085,0.02117632720218568
wgs__ERR2235221,sv-5191:wgs__ERR2235221,2028,0.02059740602687413
wgs__ERR2235221,sv-5296:wgs__ERR2235221,2002,0.020333336718837282
wgs__ERR2235221,sv-5365:wgs__ERR2235221,1983,0.02014036299373343
wgs__ERR2235221,sv-5406:wgs__ERR2235221,1974,0.020048954387105293
wgs__ERR2235221,sv-5481:wgs__ERR2235221,1955,0.019855980662001442
wgs__ERR2235221,sv-5494:wgs__ERR2235221,1953,0.0198356676383063
wgs__ERR2235221,sv-5500:wgs__ERR2235221,1951,0.019815354614611157
wgs__ERR2235221,sv-5933:wgs__ERR2235221,1845,0.018738764358768624
wgs__ERR2235221,sv-5946:wgs__ERR2235221,1842,0.01870829482322591
wgs__ERR2235221,sv-5995:wgs__ERR2235221,1831,0.01859657319290263
wgs__ERR2235221,sv-6173:wgs__ERR2235221,1794,0.0182207822545425
wgs__ERR2235221,sv-6216:wgs__ERR2235221,1784,0.01811921713606679
wgs__ERR2235221,sv-6234:wgs__ERR2235221,1781,0.018088747600524077
wgs__ERR2235221,sv-6248:wgs__ERR2235221,1777,0.018048121553133793
wgs__ERR2235221,sv-6271:wgs__ERR2235221,1773,0.018007495505743508
wgs__ERR2235221,sv-6352:wgs__ERR2235221,1757,0.01784499131618237
wgs__ERR2235221,sv-6555:wgs__ERR2235221,1714,0.017408261306736814
wgs__ERR2235221,sv-6625:wgs__ERR2235221,1702,0.01728638316456596
wgs__ERR2235221,sv-6886:wgs__ERR2235221,1651,0.016768401060339836
wgs__ERR2235221,sv-6981:wgs__ERR2235221,1629,0.016544957799693272
wgs__ERR2235221,sv-7005:wgs__ERR2235221,1623,0.016484018728607847
wgs__ERR2235221,sv-7041:wgs__ERR2235221,1616,0.01641292314567485
wgs__ERR2235221,sv-7769:wgs__ERR2235221,1484,0.015072263581795468
wgs__ERR2235221,sv-8107:wgs__ERR2235221,1424,0.014462872870941204
wgs__ERR2235221,sv-8284:wgs__ERR2235221,1394,0.014158177515514072
wgs__ERR2235221,sv-8476:wgs__ERR2235221,1363,0.013843325648239369
wgs__ERR2235221,sv-8587:wgs__ERR2235221,1345,0.01366050843498309
wgs__ERR2235221,sv-8633:wgs__ERR2235221,1338,0.013589412852050092
wgs__ERR2235221,sv-8684:wgs__ERR2235221,1330,0.013508160757269523
wgs__ERR2235221,sv-8992:wgs__ERR2235221,1277,0.012969865629348256
wgs__ERR2235221,sv-9068:wgs__ERR2235221,1267,0.012868300510872547
wgs__ERR2235221,sv-9291:wgs__ERR2235221,1231,0.012502666084359987
wgs__ERR2235221,sv-9399:wgs__ERR2235221,1212,0.012309692359256138
wgs__ERR2235221,sv-9493:wgs__ERR2235221,1198,0.012167501193390141
wgs__ERR2235221,sv-9676:wgs__ERR2235221,1174,0.011923744909048437
wgs__ERR2235221,sv-9839:wgs__ERR2235221,1149,0.01166983211285916
wgs__ERR2235221,sv-9906:wgs__ERR2235221,1138,0.011558110482535877
wgs__ERR2235221,sv-10055:wgs__ERR2235221,1113,0.011304197686346601
wgs__ERR2235221,sv-10120:wgs__ERR2235221,1105,0.011222945591566032
wgs__ERR2235221,sv-10346:wgs__ERR2235221,1075,0.010918250236138901
wgs__ERR2235221,sv-10677:wgs__ERR2235221,1028,0.01044089417930306
wgs__ERR2235221,sv-10719:wgs__ERR2235221,1021,0.010369798596370062
wgs__ERR2235221,sv-11223:wgs__ERR2235221,952,0.009668999278887659
wgs__ERR2235221,sv-11369:wgs__ERR2235221,930,0.009445556018241095
wgs__ERR2235221,sv-11374:wgs__ERR2235221,929,0.009435399506393525
wgs__ERR2235221,sv-12178:wgs__ERR2235221,815,0.008277557155770422
wgs__ERR2235221,sv-12218:wgs__ERR2235221,810,0.008226774596532567
wgs__ERR2235221,sv-12337:wgs__ERR2235221,792,0.008043957383276288
wgs__ERR2235221,sv-12370:wgs__ERR2235221,788,0.008003331335886004
wgs__ERR2235221,sv-12436:wgs__ERR2235221,778,0.007901766217410292
wgs__ERR2235221,sv-12963:wgs__ERR2235221,703,0.007140027828842463
wgs__ERR2235221,sv-13185:wgs__ERR2235221,669,0.006794706426025046
wgs__ERR2235221,sv-13192:wgs__ERR2235221,668,0.006784549914177475
wgs__ERR2235221,sv-13699:wgs__ERR2235221,589,0.00598218547821936
wgs__ERR2235221,sv-13788:wgs__ERR2235221,577,0.005860307336048507
wgs__ERR2235221,sv-13985:wgs__ERR2235221,546,0.005545455468773804
wgs__ERR2235221,sv-14049:wgs__ERR2235221,536,0.005443890350298093
wgs__ERR2235221,sv-14061:wgs__ERR2235221,534,0.005423577326602952
wgs__ERR2235221,sv-14114:wgs__ERR2235221,526,0.005342325231822383
wgs__ERR2235221,sv-14144:wgs__ERR2235221,521,0.005291542672584528
wgs__ERR2235222,sv-346:wgs__SRR6000905,3344,0.05169508556587877
wgs__ERR2235222,sv-396:wgs__ERR2235330,1195,0.018473572742591246
wgs__ERR2235222,sv-613:wgs__ERR2213673,497,0.007683151174115356
wgs__ERR2235222,sv-955:wgs__ERR2235222,4844,0.07488367059842009
wgs__ERR2235222,sv-1014:wgs__ERR2235222,4671,0.07220925379133365
wgs__ERR2235222,sv-1142:wgs__ERR2235222,1491,0.023049453522346067
wgs__ERR2235222,sv-1287:wgs__ERR2235222,3906,0.06038307542473758
wgs__ERR2235222,sv-1463:wgs__ERR2235222,3502,0.054137616522639785
wgs__ERR2235222,sv-1495:wgs__ERR2235222,3426,0.052962728214324364
wgs__ERR2235222,sv-1546:wgs__ERR2235222,3308,0.05113855952509778
wgs__ERR2235222,sv-1554:wgs__ERR2235222,3299,0.05099942801490253
wgs__ERR2235222,sv-1928:wgs__ERR2235222,2823,0.04364091703124275
wgs__ERR2235222,sv-2398:wgs__ERR2235222,2344,0.036236028877517895
wgs__ERR2235222,sv-3042:wgs__ERR2235222,1960,0.03029975110918732
wgs__ERR2235222,sv-3202:wgs__ERR2235222,1885,0.029140321857560252
wgs__ERR2235222,sv-4653:wgs__ERR2235222,1438,0.02223012351786294
wgs__ERR2235222,sv-4746:wgs__ERR2235222,1416,0.021890024270719
wgs__ERR2235222,sv-4747:wgs__ERR2235222,1416,0.021890024270719
wgs__ERR2235222,sv-7120:wgs__ERR2235222,1052,0.016262927636155642
wgs__ERR2235222,sv-7281:wgs__ERR2235222,1032,0.015953746502388424
wgs__ERR2235222,sv-7460:wgs__ERR2235222,1009,0.015598188198556124
wgs__ERR2235222,sv-7601:wgs__ERR2235222,993,0.01535084329154235
wgs__ERR2235222,sv-8101:wgs__ERR2235222,936,0.01446967706030578
wgs__ERR2235222,sv-8166:wgs__ERR2235222,930,0.014376922720175616
wgs__ERR2235222,sv-8545:wgs__ERR2235222,889,0.01374310139595282
wgs__ERR2235222,sv-8562:wgs__ERR2235222,887,0.013712183282576097
wgs__ERR2235222,sv-8688:wgs__ERR2235222,873,0.013495756488939045
wgs__ERR2235222,sv-8721:wgs__ERR2235222,869,0.013433920262185602
wgs__ERR2235222,sv-8795:wgs__ERR2235222,860,0.013294788751990354
wgs__ERR2235222,sv-8847:wgs__ERR2235222,855,0.01321749346854855
wgs__ERR2235222,sv-8990:wgs__ERR2235222,839,0.012970148561534774
wgs__ERR2235222,sv-9188:wgs__ERR2235222,821,0.012691885541144279
wgs__ERR2235222,sv-9299:wgs__ERR2235222,808,0.012490917804195588
wgs__ERR2235222,sv-9340:wgs__ERR2235222,804,0.012429081577442144
wgs__ERR2235222,sv-9403:wgs__ERR2235222,796,0.012305409123935258
wgs__ERR2235222,sv-10930:wgs__ERR2235222,651,0.010063845904122931
wgs__ERR2235222,sv-12787:wgs__ERR2235222,480,0.007420347210413221
wgs__ERR2235222,sv-13073:wgs__ERR2235222,450,0.006956575509762394
wgs__ERR2235222,sv-13401:wgs__ERR2235222,416,0.0064309675823581245
wgs__ERR2235222,sv-16099:wgs__ERR2235222,163,0.0025198262402028227
wgs__ERR2235222,sv-16232:wgs__ERR2235222,153,0.002365235673319214
wgs__ERR2235222,sv-16473:wgs__ERR2235222,133,0.0020560545395519967
wgs__ERR2235222,sv-16752:wgs__ERR2235222,114,0.00176233246247314
wgs__ERR2235222,sv-16814:wgs__ERR2235222,109,0.0016850371790313355
wgs__ERR2235223,sv-239:wgs__ERR2235223,1577,0.014424220250617396
wgs__ERR2235223,sv-1236:wgs__ERR2235335,3300,0.030183847068508185
wgs__ERR2235223,sv-1296:wgs__SRR5930526,1150,0.010518613372358914
wgs__ERR2235223,sv-1318:wgs__ERR2235223,6448,0.058977407847800235
wgs__ERR2235223,sv-1431:wgs__ERR2235223,6020,0.05506265434921796
wgs__ERR2235223,sv-1652:wgs__ERR2235223,5346,0.048897832250983264
wgs__ERR2235223,sv-2178:wgs__ERR2235223,4320,0.03951339979877435
wgs__ERR2235223,sv-2260:wgs__ERR2235258,1368,0.012512576602945212
wgs__ERR2235223,sv-2523:wgs__ERR2235223,3821,0.03494923625720296
wgs__ERR2235223,sv-2596:wgs__ERR2235223,3742,0.03422665325162352
wgs__ERR2235223,sv-2603:wgs__ERR2235223,3729,0.03410774718741425
wgs__ERR2235223,sv-2605:wgs__ERR2235223,3726,0.03408030732644288
wgs__ERR2235223,sv-2611:wgs__ERR2235223,3722,0.034043720845147715
wgs__ERR2235223,sv-2737:wgs__ERR2235223,3593,0.03286380682337876
wgs__ERR2235223,sv-2842:wgs__ERR2235223,3485,0.0318759718284094
wgs__ERR2235223,sv-3252:wgs__ERR2235223,3146,0.02877526753864447
wgs__ERR2235223,sv-3456:wgs__ERR2235223,2997,0.027412421110399706
wgs__ERR2235223,sv-3639:wgs__ERR2235223,2875,0.026296533430897284
wgs__ERR2235223,sv-3701:wgs__ERR2235223,2835,0.02593066861794567
wgs__ERR2235223,sv-3750:wgs__ERR2235223,2810,0.02570200310985091
wgs__ERR2235223,sv-4081:wgs__ERR2235223,2649,0.024229397237720662
wgs__ERR2235223,sv-4101:wgs__ERR2235223,2641,0.02415622427513034
wgs__ERR2235223,sv-4282:wgs__ERR2235223,2563,0.02344278788987469
wgs__ERR2235223,sv-4412:wgs__ERR2235223,2517,0.023022043354980336
wgs__ERR2235223,sv-4646:wgs__ERR2235223,2433,0.022253727247781945
wgs__ERR2235223,sv-4876:wgs__ERR2235223,2349,0.021485411140583555
wgs__ERR2235223,sv-6472:wgs__ERR2235223,1922,0.017579804262325072
wgs__ERR2235223,sv-6494:wgs__ERR2235223,1917,0.01753407116070612
wgs__ERR2235223,sv-6583:wgs__ERR2235223,1898,0.017360285374554103
wgs__ERR2235223,sv-7045:wgs__ERR2235223,1794,0.016409036860879904
wgs__ERR2235223,sv-7425:wgs__ERR2235223,1712,0.015659013994329094
wgs__ERR2235223,sv-8631:wgs__ERR2235223,1486,0.013591877801152475
wgs__ERR2235223,sv-8704:wgs__ERR2235223,1472,0.013463825116619409
wgs__ERR2235223,sv-8761:wgs__ERR2235223,1460,0.013354065672733924
wgs__ERR2235223,sv-9368:wgs__ERR2235223,1353,0.012375377298088356
wgs__ERR2235223,sv-10372:wgs__ERR2235223,1189,0.010875331564986738
wgs__ERR2235223,sv-10462:wgs__ERR2235223,1175,0.010747278880453673
wgs__ERR2235223,sv-10507:wgs__ERR2235223,1168,0.01068325253818714
wgs__ERR2235223,sv-10808:wgs__ERR2235223,1120,0.010244214762645202
wgs__ERR2235223,sv-11126:wgs__ERR2235223,1071,0.009796030366779476
wgs__ERR2235223,sv-11415:wgs__ERR2235223,1027,0.0093935790725327
wgs__ERR2235223,sv-12656:wgs__ERR2235223,832,0.007609988109393579
wgs__ERR2235223,sv-13644:wgs__ERR2235223,664,0.006073355894996799
wgs__ERR2235223,sv-15111:wgs__ERR2235223,423,0.003869020396963322
wgs__ERR2235223,sv-15885:wgs__ERR2235223,300,0.0027439860971371077
wgs__ERR2235223,sv-16808:wgs__ERR2235223,185,0.0016921247599012165
wgs__ERR2235224,sv-94:wgs__SRR5930506,3052,0.0270824274799677
wgs__ERR2235224,sv-211:wgs__ERR2235216,1181,0.010479799100210305
wgs__ERR2235224,sv-1493:wgs__ERR2235224,5976,0.0530290257602513
wgs__ERR2235224,sv-2289:wgs__ERR2235224,4265,0.03784618388009903
wgs__ERR2235224,sv-2734:wgs__ERR2235224,3711,0.032930173125216296
wgs__ERR2235224,sv-3117:wgs__ERR2235220,1174,0.010417683440852582
wgs__ERR2235224,sv-3450:wgs__ERR2235224,3096,0.027472868767359108
wgs__ERR2235224,sv-3536:wgs__ERR2235224,3023,0.02682509117691427
wgs__ERR2235224,sv-3591:wgs__ERR2235224,2993,0.02655888120823831
wgs__ERR2235224,sv-4439:wgs__ERR2235224,2583,0.022920678303000187
wgs__ERR2235224,sv-4468:wgs__ERR2235224,2577,0.022867436309264993
wgs__ERR2235224,sv-4553:wgs__ERR2235224,2544,0.022574605343721438
wgs__ERR2235224,sv-4618:wgs__ERR2235224,2518,0.022343890037535605
wgs__ERR2235224,sv-4707:wgs__ERR2235224,2482,0.022024438075124452
wgs__ERR2235224,sv-5207:wgs__ERR2235224,2314,0.020533662250539077
wgs__ERR2235224,sv-5305:wgs__ERR2235224,2289,0.020311820609975776
wgs__ERR2235224,sv-5362:wgs__ERR2235224,2270,0.020143220963147666
wgs__ERR2235224,sv-5601:wgs__ERR2235224,2206,0.01957530636330562
wgs__ERR2235224,sv-7022:wgs__ERR2235224,1854,0.01645177606417435
wgs__ERR2235224,sv-7237:wgs__ERR2235224,1807,0.016034713779915347
wgs__ERR2235224,sv-7385:wgs__ERR2235224,1774,0.015741882814371787
wgs__ERR2235224,sv-7498:wgs__ERR2235224,1749,0.015520041173808488
wgs__ERR2235224,sv-7562:wgs__ERR2235224,1736,0.015404683520715572
wgs__ERR2235224,sv-7573:wgs__ERR2235224,1735,0.01539580985509304
wgs__ERR2235224,sv-7644:wgs__ERR2235224,1722,0.015280452202000125
wgs__ERR2235224,sv-8086:wgs__ERR2235224,1634,0.014499569627217308
wgs__ERR2235224,sv-8143:wgs__ERR2235224,1624,0.014410832970991987
wgs__ERR2235224,sv-8169:wgs__ERR2235224,1619,0.014366464642879327
wgs__ERR2235224,sv-8186:wgs__ERR2235224,1617,0.014348717311634262
wgs__ERR2235224,sv-8251:wgs__ERR2235224,1602,0.014215612327296283
wgs__ERR2235224,sv-8419:wgs__ERR2235224,1570,0.013931655027375258
wgs__ERR2235224,sv-8710:wgs__ERR2235224,1516,0.01345247708375853
wgs__ERR2235224,sv-8814:wgs__ERR2235224,639,0.0056702723327979555
wgs__ERR2235224,sv-8890:wgs__ERR2235224,1481,0.01314189878696991
wgs__ERR2235224,sv-8904:wgs__ERR2235224,1479,0.013124151455724846
wgs__ERR2235224,sv-8919:wgs__ERR2235224,1477,0.013106404124479781
wgs__ERR2235224,sv-9258:wgs__ERR2235224,1416,0.01256511052150533
wgs__ERR2235224,sv-9372:wgs__ERR2235224,1394,0.012369889877809624
wgs__ERR2235224,sv-9466:wgs__ERR2235224,1376,0.012210163896604048
wgs__ERR2235224,sv-9611:wgs__ERR2235224,1354,0.012014943252908344
wgs__ERR2235224,sv-9849:wgs__ERR2235224,1314,0.011659996628007064
wgs__ERR2235224,sv-10019:wgs__ERR2235224,1280,0.011358291996840976
wgs__ERR2235224,sv-10064:wgs__ERR2235224,1273,0.011296176337483251
wgs__ERR2235224,sv-10092:wgs__ERR2235224,1269,0.011260681674993124
wgs__ERR2235224,sv-10128:wgs__ERR2235224,1264,0.011216313346880462
wgs__ERR2235224,sv-10527:wgs__ERR2235224,1201,0.010657272412660946
wgs__ERR2235224,sv-10542:wgs__ERR2235224,1198,0.01063065141579335
wgs__ERR2235224,sv-10765:wgs__ERR2235224,1160,0.010293452122137134
wgs__ERR2235224,sv-11087:wgs__ERR2235224,1110,0.009849768841010534
wgs__ERR2235224,sv-11124:wgs__ERR2235224,1104,0.009796526847275342
wgs__ERR2235224,sv-11296:wgs__ERR2235224,1076,0.009548064209844444
wgs__ERR2235224,sv-11389:wgs__ERR2235224,1061,0.009414959225506465
wgs__ERR2235224,sv-11816:wgs__ERR2235224,991,0.008793802631929224
wgs__ERR2235224,sv-11853:wgs__ERR2235224,985,0.008740560638194032
wgs__ERR2235224,sv-11864:wgs__ERR2235224,984,0.0087316869725715
wgs__ERR2235224,sv-12326:wgs__ERR2235224,909,0.0080661620508816
wgs__ERR2235224,sv-12379:wgs__ERR2235224,901,0.007995172725901343
wgs__ERR2235224,sv-12715:wgs__ERR2235224,847,0.007515994782284614
wgs__ERR2235224,sv-12944:wgs__ERR2235224,808,0.007169921823005866
wgs__ERR2235224,sv-13228:wgs__ERR2235224,758,0.006726238541879265
wgs__ERR2235224,sv-13450:wgs__ERR2235224,717,0.006362418251355453
wgs__ERR2235224,sv-13585:wgs__ERR2235224,696,0.0061760712732822805
wgs__ERR2235224,sv-13685:wgs__ERR2235224,678,0.006016345292076704
wgs__ERR2235224,sv-13904:wgs__ERR2235224,640,0.005679145998420488
wgs__ERR2235224,sv-14077:wgs__ERR2235224,609,0.005404062364121995
wgs__ERR2235224,sv-14366:wgs__ERR2235224,556,0.004933758086127798
wgs__ERR2235224,sv-14394:wgs__ERR2235224,551,0.004889389758015139
wgs__ERR2235224,sv-14437:wgs__ERR2235224,545,0.0048361477642799465
wgs__ERR2235224,sv-15163:wgs__ERR2235224,427,0.003789055220821169
wgs__ERR2235224,sv-15601:wgs__ERR2235224,357,0.0031678986272439284
wgs__ERR2235224,sv-16078:wgs__ERR2235224,286,0.0025378683680441555
wgs__ERR2235224,sv-16301:wgs__ERR2235224,258,0.002289405730613259
wgs__ERR2235224,sv-16482:wgs__ERR2235224,230,0.002040943093182363
wgs__ERR2235224,sv-16563:wgs__ERR2235224,221,0.0019610801025795746
wgs__ERR2235225,sv-92:wgs__ERR2235314,4821,0.10330419130881975
wgs__ERR2235225,sv-421:wgs__ERR2235225,6446,0.138124625010714
wgs__ERR2235225,sv-546:wgs__ERR2235225,5160,0.11056826947801492
wgs__ERR2235225,sv-645:wgs__ERR2235225,4616,0.09891145967258079
wgs__ERR2235225,sv-1023:wgs__ERR2235225,3357,0.0719336590383132
wgs__ERR2235225,sv-1030:wgs__ERR2235225,3346,0.07169795148710037
wgs__ERR2235225,sv-1109:wgs__ERR2235225,3163,0.06777663495328705
wgs__ERR2235225,sv-1192:wgs__ERR2235225,998,0.02138510328276335
wgs__ERR2235225,sv-1537:wgs__ERR2235213,420,0.008999742864489586
wgs__ERR2235225,sv-1841:wgs__ERR2235225,2116,0.04534156166966658
wgs__ERR2235225,sv-2068:wgs__ERR2235225,1919,0.04112025370703694
wgs__ERR2235225,sv-2105:wgs__ERR2235225,1895,0.04060598268620896
wgs__ERR2235225,sv-2209:wgs__ERR2235225,1818,0.03895602982771921
wgs__ERR2235225,sv-2465:wgs__ERR2235225,1662,0.035613268192337365
wgs__ERR2235225,sv-3606:wgs__SRR6000900,558,0.01195680123425045
wgs__ERR2235225,sv-6418:wgs__ERR2235225,826,0.017699494300162853
wgs__ERR2235225,sv-8597:wgs__ERR2235225,637,0.01364961001114254
wgs__ERR2235225,sv-9341:wgs__ERR2235225,580,0.012428216336676096
wgs__ERR2235225,sv-10967:wgs__ERR2235225,467,0.010006856946944373
wgs__ERR2235225,sv-12467:wgs__ERR2235225,367,0.007864061026827804
wgs__ERR2235225,sv-12575:wgs__ERR2235225,360,0.007714065312419645
wgs__ERR2235225,sv-13156:wgs__ERR2235225,319,0.006835518985171853
wgs__ERR2235225,sv-13268:wgs__ERR2235225,311,0.006664095311562527
wgs__ERR2235225,sv-14325:wgs__ERR2235225,234,0.0050141424530727695
wgs__ERR2235225,sv-15275:wgs__ERR2235225,169,0.003621325104997
wgs__ERR2235225,sv-16363:wgs__ERR2235225,103,0.002207079797720065
wgs__ERR2235226,sv-20:wgs__SRR6000905,937,0.011514592933947772
wgs__ERR2235226,sv-34:wgs__SRR5930527,1853,0.022771121351766514
wgs__ERR2235226,sv-1192:wgs__ERR2235225,293,0.003600614439324117
wgs__ERR2235226,sv-1401:wgs__ERR2235226,4579,0.05627035330261137
wgs__ERR2235226,sv-1521:wgs__ERR2235226,4238,0.05207987711213518
wgs__ERR2235226,sv-1868:wgs__ERR2235226,3640,0.044731182795698925
wgs__ERR2235226,sv-1931:wgs__ERR2235226,3549,0.04361290322580645
wgs__ERR2235226,sv-2121:wgs__ERR2235226,3283,0.040344086021505375
wgs__ERR2235226,sv-2394:wgs__ERR2213678,408,0.005013824884792626
wgs__ERR2235226,sv-2853:wgs__ERR2235226,1786,0.021947772657450078
wgs__ERR2235226,sv-4344:wgs__ERR2235226,1892,0.02325038402457757
wgs__ERR2235226,sv-4623:wgs__ERR2235226,1817,0.02232872503840246
wgs__ERR2235226,sv-4636:wgs__ERR2235226,1814,0.022291858678955452
wgs__ERR2235226,sv-4654:wgs__ERR2235226,1808,0.022218125960061445
wgs__ERR2235226,sv-4726:wgs__ERR2235226,1787,0.02196006144393241
wgs__ERR2235226,sv-4850:wgs__ERR2235226,1754,0.02155453149001536
wgs__ERR2235226,sv-5072:wgs__ERR2235226,1701,0.02090322580645161
wgs__ERR2235226,sv-5091:wgs__ERR2235226,1698,0.020866359447004608
wgs__ERR2235226,sv-5247:wgs__ERR2235226,1664,0.020448540706605223
wgs__ERR2235226,sv-5831:wgs__ERR2235226,1546,0.01899846390168971
wgs__ERR2235226,sv-5971:wgs__ERR2235226,1518,0.01865437788018433
wgs__ERR2235226,sv-6103:wgs__ERR2235226,1493,0.01834715821812596
wgs__ERR2235226,sv-6137:wgs__ERR2235226,1488,0.018285714285714287
wgs__ERR2235226,sv-6304:wgs__ERR2235226,1460,0.01794162826420891
wgs__ERR2235226,sv-6334:wgs__ERR2235226,1455,0.017880184331797236
wgs__ERR2235226,sv-6612:wgs__ERR2235226,1409,0.01731490015360983
wgs__ERR2235226,sv-6687:wgs__ERR2235226,1397,0.017167434715821814
wgs__ERR2235226,sv-6819:wgs__ERR2235226,1373,0.016872503840245776
wgs__ERR2235226,sv-7037:wgs__ERR2235226,1336,0.016417818740399385
wgs__ERR2235226,sv-7086:wgs__ERR2235226,1328,0.016319508448540708
wgs__ERR2235226,sv-7113:wgs__ERR2235226,1324,0.016270353302611368
wgs__ERR2235226,sv-7604:wgs__ERR2235226,1249,0.015348694316436252
wgs__ERR2235226,sv-7827:wgs__ERR2235226,1218,0.01496774193548387
wgs__ERR2235226,sv-8032:wgs__ERR2235226,1188,0.014599078341013825
wgs__ERR2235226,sv-8336:wgs__ERR2235226,1145,0.014070660522273426
wgs__ERR2235226,sv-8337:wgs__ERR2235226,1145,0.014070660522273426
wgs__ERR2235226,sv-8343:wgs__ERR2235226,1144,0.014058371735791091
wgs__ERR2235226,sv-8467:wgs__ERR2235226,1128,0.013861751152073732
wgs__ERR2235226,sv-8520:wgs__ERR2235226,1121,0.013775729646697389
wgs__ERR2235226,sv-8800:wgs__ERR2235226,1081,0.013284178187403994
wgs__ERR2235226,sv-8884:wgs__ERR2235226,1070,0.01314900153609831
wgs__ERR2235226,sv-9072:wgs__ERR2235226,1047,0.012866359447004608
wgs__ERR2235226,sv-9554:wgs__ERR2235226,984,0.012092165898617512
wgs__ERR2235226,sv-9702:wgs__ERR2235226,968,0.011895545314900153
wgs__ERR2235226,sv-9862:wgs__ERR2235226,946,0.011625192012288786
wgs__ERR2235226,sv-10224:wgs__ERR2235226,903,0.011096774193548388
wgs__ERR2235226,sv-10336:wgs__ERR2235226,890,0.010937019969278034
wgs__ERR2235226,sv-10458:wgs__ERR2235226,875,0.010752688172043012
wgs__ERR2235226,sv-10812:wgs__ERR2235226,833,0.010236559139784947
wgs__ERR2235226,sv-11039:wgs__ERR2235226,807,0.009917050691244239
wgs__ERR2235226,sv-11040:wgs__ERR2235226,807,0.009917050691244239
wgs__ERR2235226,sv-11591:wgs__ERR2235226,741,0.009105990783410138
wgs__ERR2235226,sv-12797:wgs__ERR2235226,603,0.007410138248847926
wgs__ERR2235226,sv-13091:wgs__ERR2235226,564,0.006930875576036866
wgs__ERR2235226,sv-13163:wgs__ERR2235226,555,0.0068202764976958525
wgs__ERR2235226,sv-13623:wgs__ERR2235226,498,0.006119815668202765
wgs__ERR2235226,sv-15767:wgs__ERR2235226,237,0.002912442396313364
wgs__ERR2235227,sv-288:wgs__SRR6000873,1172,0.010533884594643179
wgs__ERR2235227,sv-665:wgs__SRR5930527,2200,0.019773503505302895
wgs__ERR2235227,sv-1890:wgs__ERR2235227,4935,0.0443555635448499
wgs__ERR2235227,sv-1921:wgs__ERR2235227,3447,0.030981484810354124
wgs__ERR2235227,sv-2142:wgs__ERR2235227,4461,0.04009527233507101
wgs__ERR2235227,sv-3985:wgs__ERR2235227,2738,0.02460902390796333
wgs__ERR2235227,sv-4486:wgs__ERR2235227,2536,0.022793456767930972
wgs__ERR2235227,sv-4814:wgs__ERR2235227,2412,0.021678950206722992
wgs__ERR2235227,sv-4975:wgs__ERR2235227,2355,0.02116663670681287
wgs__ERR2235227,sv-5153:wgs__ERR2235227,2304,0.020708250943735393
wgs__ERR2235227,sv-5163:wgs__ERR2235227,2300,0.0206722991191803
wgs__ERR2235227,sv-5212:wgs__ERR2235227,730,0.006561207981305051
wgs__ERR2235227,sv-5303:wgs__ERR2235227,2260,0.020312780873629338
wgs__ERR2235227,sv-5345:wgs__ERR2235227,2247,0.020195937443825276
wgs__ERR2235227,sv-5374:wgs__ERR2235227,2239,0.02012403379471508
wgs__ERR2235227,sv-5404:wgs__ERR2235227,2231,0.02005213014560489
wgs__ERR2235227,sv-5544:wgs__ERR2235227,2193,0.019710587812331475
wgs__ERR2235227,sv-5570:wgs__ERR2235227,2187,0.019656660075498832
wgs__ERR2235227,sv-5621:wgs__ERR2235227,2174,0.01953981664569477
wgs__ERR2235227,sv-5796:wgs__ERR2235227,2121,0.019063454970339743
wgs__ERR2235227,sv-5822:wgs__ERR2235227,2115,0.0190095272335071
